year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,DATE
2013,12,15,7.057,8.5728,5.093,2013-12-15
2013,12,16,8.2961,8.6784,8.5049,2013-12-16
2013,12,17,8.6076,8.9268,8.946,2013-12-17
2013,12,18,6.9631,8.8054,5.7818,2013-12-18
2013,12,19,5.6141,8.5776,4.32,2013-12-19
2013,12,20,6.4855,8.5932,5.0702,2013-12-20
2013,12,21,7.5984,8.7533,6.9017,2013-12-21
2013,12,22,8.4341,8.9978,8.453,2013-12-22
2013,12,23,8.7175,9.1538,10.579,2013-12-23
2013,12,24,8.454,9.0706,9.8558,2013-12-24
2013,12,25,8.3537,8.7271,9.1836,2013-12-25
2013,12,26,7.645,8.5061,6.3442,2013-12-26
2013,12,27,7.2674,8.5054,6.6278,2013-12-27
2013,12,28,6.7584,8.5032,5.1802,2013-12-28
2013,12,29,7.8449,8.5392,7.9982,2013-12-29
2013,12,30,6.569,8.3702,4.819,2013-12-30
2013,12,31,5.8344,8.1749,1.9253,2013-12-31
2014,1,1,4.1746,8.3654,0.5018,2014-01-01
2014,1,2,7.4839,8.4055,5.501,2014-01-02
2014,1,3,3.9442,8.1415,0.9314,2014-01-03
2014,1,4,6.468,8.6016,2.7662,2014-01-04
2014,1,5,6.7565,8.351,4.5312,2014-01-05
2014,1,6,8.004,8.6501,7.8761,2014-01-06
2014,1,7,7.014,8.6326,5.6885,2014-01-07
2014,1,8,5.461,8.3388,0.9526,2014-01-08
2014,1,9,7.8854,8.4946,6.9504,2014-01-09
2014,1,10,8.0462,8.5829,7.9483,2014-01-10
2014,1,11,4.3102,8.3952,0.7951,2014-01-11
2014,1,12,6.954,8.4924,5.1943,2014-01-12
2014,1,13,8.1602,8.7715,8.2354,2014-01-13
2014,1,14,7.2514,8.501,5.9549,2014-01-14
2014,1,15,5.9508,8.3983,3.8134,2014-01-15
2014,1,16,7.7664,8.645,7.715,2014-01-16
2014,1,17,8.0237,8.5584,8.316,2014-01-17
2014,1,18,8.0335,8.489,8.1794,2014-01-18
2014,1,19,7.6154,8.4852,7.1088,2014-01-19
2014,1,20,7.5053,8.4005,7.2816,2014-01-20
2014,1,21,7.607,8.3323,6.6029,2014-01-21
2014,1,22,7.8886,8.327,8.0866,2014-01-22
2014,1,23,7.327,8.2548,6.5674,2014-01-23
2014,1,24,7.7172,8.1886,7.3637,2014-01-24
2014,1,25,2.8284,8.0894,0.3415,2014-01-25
2014,1,26,5.4826,8.0676,2.3501,2014-01-26
2014,1,27,7.127,8.1787,6.3701,2014-01-27
2014,1,28,7.7794,8.321,8.1106,2014-01-28
2014,1,29,7.5262,8.327,7.4047,2014-01-29
2014,1,30,7.1465,8.3148,6.6014,2014-01-30
2014,1,31,7.4945,8.2322,7.2322,2014-01-31
2014,2,1,7.6471,8.2529,7.6267,2014-02-01
2014,2,2,7.7234,8.3717,8.3314,2014-02-02
2014,2,3,7.8437,8.1857,8.6438,2014-02-03
2014,2,4,7.621,8.1067,7.7928,2014-02-04
2014,2,5,7.8821,8.0681,8.0239,2014-02-05
2014,2,6,7.2806,8.1019,6.5412,2014-02-06
2014,2,7,7.253,8.052,6.7586,2014-02-07
2014,2,8,7.7366,8.1401,8.3093,2014-02-08
2014,2,9,7.309,8.0177,6.9324,2014-02-09
2014,2,10,6.7498,7.9483,6.0514,2014-02-10
2014,2,11,7.0673,7.9646,6.6636,2014-02-11
2014,2,12,6.629,7.8972,5.9546,2014-02-12
2014,2,13,4.1042,7.6193,0.9499,2014-02-13
2014,2,14,3.3108,7.6975,1.8242,2014-02-14
2014,2,15,4.4825,7.7539,1.3354,2014-02-15
2014,2,16,7.3423,7.8931,7.4686,2014-02-16
2014,2,17,7.1784,7.7647,6.9024,2014-02-17
2014,2,18,7.5228,7.7923,8.0618,2014-02-18
2014,2,19,5.4624,7.5158,2.837,2014-02-19
2014,2,20,5.9592,7.5444,3.9962,2014-02-20
2014,2,21,7.0157,7.7088,7.7359,2014-02-21
2014,2,22,6.3938,7.4119,4.8374,2014-02-22
2014,2,23,6.6778,7.5881,5.9026,2014-02-23
2014,2,24,6.6031,7.5617,6.7742,2014-02-24
2014,2,25,4.0898,7.2648,0.3463,2014-02-25
2014,2,26,2.0333,7.3094,0.9358,2014-02-26
2014,2,27,3.527,7.8146,3.3269,2014-02-27
2014,2,28,8.0184,8.0522,10.3157,2014-02-28
2014,3,1,7.8857,7.9418,9.8921,2014-03-01
2014,3,2,5.0594,7.3459,2.2308,2014-03-02
2014,3,3,1.673,6.9701,0.2748,2014-03-03
2014,3,4,3.2938,7.1885,0.6816,2014-03-04
2014,3,5,7.3742,7.4602,8.7041,2014-03-05
2014,3,6,7.5953,7.6322,9.6766,2014-03-06
2014,3,7,7.0128,7.4417,8.0501,2014-03-07
2014,3,8,7.5406,7.6334,9.5093,2014-03-08
2014,3,9,7.5538,7.6207,9.2957,2014-03-09
2014,3,10,4.8149,7.045,2.5992,2014-03-10
2014,3,11,6.5918,7.2324,7.0382,2014-03-11
2014,3,12,6.9554,7.2403,8.166,2014-03-12
2014,3,13,6.4219,7.0219,6.6288,2014-03-13
2014,3,14,6.467,6.8839,6.7428,2014-03-14
2014,3,15,2.7514,6.691,0.2698,2014-03-15
2014,3,16,5.7269,6.7034,5.5349,2014-03-16
2014,3,17,5.2584,6.5506,3.1327,2014-03-17
2014,3,18,0.6943,6.4954,0.1634,2014-03-18
2014,3,19,3.2782,6.2947,1.2242,2014-03-19
2014,3,20,2.4785,6.5789,0.619,2014-03-20
2014,3,21,3.8657,6.8477,3.6238,2014-03-21
2014,3,22,4.0368,7.0109,3.6089,2014-03-22
2014,3,23,6.5755,7.068,8.9717,2014-03-23
2014,3,24,6.6418,6.8662,7.9598,2014-03-24
2014,3,25,5.4934,6.4183,4.6015,2014-03-25
2014,3,26,2.8483,6.3874,0.7918,2014-03-26
2014,3,27,6.5014,6.5208,8.6155,2014-03-27
2014,3,28,4.8744,6.3163,3.0619,2014-03-28
2014,3,29,0.9902,5.909,0.1025,2014-03-29
2014,3,30,3.558,5.9642,1.6565,2014-03-30
2014,3,31,3.6031,6.0994,2.9602,2014-03-31
2014,4,1,5.3928,6.1418,6.3041,2014-04-01
2014,4,2,6.2441,6.2748,8.4418,2014-04-02
2014,4,3,6.0974,6.1762,7.559,2014-04-03
2014,4,4,5.3218,6.1375,4.177,2014-04-04
2014,4,5,5.5884,6.0266,6.6677,2014-04-05
2014,4,6,5.1192,5.8183,6.665,2014-04-06
2014,4,7,5.7828,5.9311,7.5055,2014-04-07
2014,4,8,5.2138,5.7173,5.2961,2014-04-08
2014,4,9,2.2363,5.5426,0.3149,2014-04-09
2014,4,10,2.8536,5.4463,1.3567,2014-04-10
2014,4,11,2.4535,5.4528,1.1609,2014-04-11
2014,4,12,2.3002,5.6808,1.8067,2014-04-12
2014,4,13,6.0562,6.1562,8.2006,2014-04-13
2014,4,14,5.9995,6.0187,8.7211,2014-04-14
2014,4,15,5.5711,5.9083,8.135,2014-04-15
2014,4,16,5.5877,5.7346,7.609,2014-04-16
2014,4,17,4.6462,5.4118,4.3366,2014-04-17
2014,4,18,2.0527,5.2207,0.6017,2014-04-18
2014,4,19,2.2147,5.0957,0.3792,2014-04-19
2014,4,20,4.7765,5.4048,5.4221,2014-04-20
2014,4,21,3.102,5.1216,1.3246,2014-04-21
2014,4,22,3.5513,5.3746,1.0042,2014-04-22
2014,4,23,5.5073,5.5315,8.3376,2014-04-23
2014,4,24,5.6208,5.6606,8.6417,2014-04-24
2014,4,25,5.622,5.6364,8.651,2014-04-25
2014,4,26,5.526,5.5308,8.5517,2014-04-26
2014,4,27,5.0458,5.2128,7.2158,2014-04-27
2014,4,28,3.1944,5.0599,1.9351,2014-04-28
2014,4,29,2.6774,4.8142,0.4483,2014-04-29
2014,4,30,0.2508,4.6697,0.1514,2014-04-30
2014,5,1,5.0069,5.202,7.188,2014-05-01
2014,5,2,4.4256,5.0974,5.5601,2014-05-02
2014,5,3,3.7253,4.7822,3.8045,2014-05-03
2014,5,4,3.5484,4.6176,2.5008,2014-05-04
2014,5,5,3.7565,4.5607,3.7596,2014-05-05
2014,5,6,4.6006,4.6774,6.2945,2014-05-06
2014,5,7,4.6366,4.7882,7.0301,2014-05-07
2014,5,8,4.3378,4.6574,5.8416,2014-05-08
2014,5,9,4.8322,4.9135,7.2502,2014-05-09
2014,5,10,5.0225,5.0234,8.1938,2014-05-10
2014,5,11,4.771,4.8101,7.2178,2014-05-11
2014,5,12,3.8052,4.5552,3.4339,2014-05-12
2014,5,13,2.2872,4.4729,0.373,2014-05-13
2014,5,14,4.0522,4.4189,5.3268,2014-05-14
2014,5,15,1.6087,4.259,0.6696,2014-05-15
2014,5,16,3.9742,4.4573,5.2363,2014-05-16
2014,5,17,3.5942,4.3697,4.5734,2014-05-17
2014,5,18,4.2439,4.4587,6.217,2014-05-18
2014,5,19,4.0661,4.4498,6.2203,2014-05-19
2014,5,20,2.7883,4.2233,2.2918,2014-05-20
2014,5,21,2.3652,4.0082,1.0272,2014-05-21
2014,5,22,1.1246,4.2586,0.8525,2014-05-22
2014,5,23,1.2578,4.248,0.1565,2014-05-23
2014,5,24,2.4264,4.3968,0.6451,2014-05-24
2014,5,25,0.5594,4.1114,0.0864,2014-05-25
2014,5,26,4.3241,4.4302,6.8021,2014-05-26
2014,5,27,4.4278,4.4441,7.2101,2014-05-27
2014,5,28,4.4573,4.4578,7.5665,2014-05-28
2014,5,29,3.3773,4.0918,3.3262,2014-05-29
2014,5,30,1.7942,3.7999,1.1494,2014-05-30
2014,5,31,1.1062,3.5726,0.2398,2014-05-31
2014,6,1,3.3084,4.3308,3.7286,2014-06-01
2014,6,2,4.517,4.523,8.1017,2014-06-02
2014,6,3,4.4285,4.434,7.914,2014-06-03
2014,6,4,2.7806,3.6602,2.0196,2014-06-04
2014,6,5,2.7154,3.7015,2.7437,2014-06-05
2014,6,6,1.2305,3.8698,0.4766,2014-06-06
2014,6,7,1.6517,3.8078,0.5998,2014-06-07
2014,6,8,3.775,4.1026,5.6381,2014-06-08
2014,6,9,4.0574,4.2706,6.2546,2014-06-09
2014,6,10,3.9226,3.9962,5.9522,2014-06-10
2014,6,11,3.6958,3.839,5.3186,2014-06-11
2014,6,12,3.7205,3.8342,5.6088,2014-06-12
2014,6,13,0.5933,3.4716,0.4759,2014-06-13
2014,6,14,1.3181,3.9571,0.348,2014-06-14
2014,6,15,1.2283,3.9142,0.9439,2014-06-15
2014,6,16,1.2098,3.5318,0.2218,2014-06-16
2014,6,17,1.4362,3.547,1.0274,2014-06-17
2014,6,18,2.2056,3.8902,2.8901,2014-06-18
2014,6,19,4.1592,4.1762,7.2343,2014-06-19
2014,6,20,3.6838,4.0608,4.7345,2014-06-20
2014,6,21,3.9367,3.9641,6.5832,2014-06-21
2014,6,22,2.4151,3.5354,0.9823,2014-06-22
2014,6,23,2.3724,3.4411,2.305,2014-06-23
2014,6,24,1.717,3.5198,0.396,2014-06-24
2014,6,25,1.2607,3.4778,0.5659,2014-06-25
2014,6,26,0.6082,3.5837,0.2839,2014-06-26
2014,6,27,0.7147,3.7745,0.1411,2014-06-27
2014,6,28,1.033,3.9792,0.3034,2014-06-28
2014,6,29,2.0354,4.1134,1.4765,2014-06-29
2014,6,30,4.1755,4.3625,7.0298,2014-06-30
2014,7,1,2.6018,4.0121,3.1505,2014-07-01
2014,7,2,2.1528,3.6103,1.5408,2014-07-02
2014,7,3,1.7606,3.1238,1.9591,2014-07-03
2014,7,4,3.0746,3.7265,4.1174,2014-07-04
2014,7,5,2.7,3.7183,3.0859,2014-07-05
2014,7,6,2.4094,4.1479,3.3202,2014-07-06
2014,7,7,4.2499,4.4093,7.4726,2014-07-07
2014,7,8,3.0307,4.3212,1.4287,2014-07-08
2014,7,9,1.0272,4.0049,0.3564,2014-07-09
2014,7,10,1.8595,3.666,1.7386,2014-07-10
2014,7,11,2.6899,3.5736,2.0311,2014-07-11
2014,7,12,3.6989,3.9931,5.4269,2014-07-12
2014,7,13,3.1282,3.9458,3.943,2014-07-13
2014,7,14,3.815,4.0262,5.053,2014-07-14
2014,7,15,3.9622,4.0188,5.5788,2014-07-15
2014,7,16,3.9612,3.9907,5.5697,2014-07-16
2014,7,17,1.8432,3.7032,0.5258,2014-07-17
2014,7,18,4.6008,4.6702,7.9949,2014-07-18
2014,7,19,4.5823,4.6286,7.8055,2014-07-19
2014,7,20,4.6214,4.6574,7.9152,2014-07-20
2014,7,21,4.4539,4.4863,7.259,2014-07-21
2014,7,22,3.4824,4.0889,4.1818,2014-07-22
2014,7,23,0.6833,3.8813,0.3245,2014-07-23
2014,7,24,2.7319,4.5528,1.4959,2014-07-24
2014,7,25,4.6183,4.8293,7.3438,2014-07-25
2014,7,26,4.6279,4.7422,7.4232,2014-07-26
2014,7,27,4.6562,4.7431,7.3565,2014-07-27
2014,7,28,1.9486,4.1237,1.71,2014-07-28
2014,7,29,3.4579,4.2415,3.5518,2014-07-29
2014,7,30,1.1623,4.2677,0.1462,2014-07-30
2014,7,31,4.3464,4.4026,5.9491,2014-07-31
2014,8,1,4.1866,4.4069,5.6834,2014-08-01
2014,8,2,4.4707,4.5638,6.6024,2014-08-02
2014,8,3,4.6738,4.752,6.8129,2014-08-03
2014,8,4,2.598,4.4328,2.2181,2014-08-04
2014,8,5,4.8674,4.873,7.2312,2014-08-05
2014,8,6,4.7513,4.7729,7.0207,2014-08-06
2014,8,7,1.955,4.4191,1.891,2014-08-07
2014,8,8,2.0597,4.5958,0.1906,2014-08-08
2014,8,9,2.0762,4.4112,0.0218,2014-08-09
2014,8,10,4.751,4.8113,6.4822,2014-08-10
2014,8,11,3.6931,4.5502,4.3162,2014-08-11
2014,8,12,3.0096,4.4688,1.9094,2014-08-12
2014,8,13,4.8379,5.5039,5.8862,2014-08-13
2014,8,14,5.022,5.515,5.688,2014-08-14
2014,8,15,2.1444,4.7342,0.5023,2014-08-15
2014,8,16,4.7974,4.877,5.8757,2014-08-16
2014,8,17,3.3766,4.843,2.3158,2014-08-17
2014,8,18,5.2349,5.2766,7.3968,2014-08-18
2014,8,19,5.3186,5.3472,7.6949,2014-08-19
2014,8,20,5.441,5.4648,7.9622,2014-08-20
2014,8,21,5.5193,5.5334,7.9574,2014-08-21
2014,8,22,4.8737,5.0791,5.8985,2014-08-22
2014,8,23,4.8902,5.0155,5.7564,2014-08-23
2014,8,24,4.679,4.8528,4.849,2014-08-24
2014,8,25,2.8944,5.645,1.937,2014-08-25
2014,8,26,5.9789,6.001,9.1258,2014-08-26
2014,8,27,5.8308,6.0283,8.3198,2014-08-27
2014,8,28,5.3719,5.9131,6.4711,2014-08-28
2014,8,29,5.767,5.8126,7.7678,2014-08-29
2014,8,30,4.3198,4.8708,3.1061,2014-08-30
2014,8,31,3.7764,4.789,2.6729,2014-08-31
2014,9,1,5.299,5.3491,5.9534,2014-09-01
2014,9,2,4.0678,5.3342,4.2958,2014-09-02
2014,9,3,5.3443,5.4631,5.9054,2014-09-03
2014,9,4,1.4986,4.9778,0.2261,2014-09-04
2014,9,5,5.2985,5.604,5.9614,2014-09-05
2014,9,6,3.5664,5.2267,2.1142,2014-09-06
2014,9,7,3.5554,5.7905,1.0654,2014-09-07
2014,9,8,5.6558,5.7744,6.7661,2014-09-08
2014,9,9,5.8212,5.9518,7.0721,2014-09-09
2014,9,10,4.3498,5.5224,3.4078,2014-09-10
2014,9,11,1.8677,5.6028,0.3007,2014-09-11
2014,9,12,4.2785,5.5805,2.6882,2014-09-12
2014,9,13,5.6429,5.8706,6.1747,2014-09-13
2014,9,14,3.3763,5.2056,1.319,2014-09-14
2014,9,15,5.5718,6.6523,5.8464,2014-09-15
2014,9,16,6.869,6.8981,9.4939,2014-09-16
2014,9,17,4.2617,6.21,1.5168,2014-09-17
2014,9,18,1.9646,4.5799,0.0674,2014-09-18
2014,9,19,1.937,5.7845,0.2971,2014-09-19
2014,9,20,6.0262,6.6098,6.0533,2014-09-20
2014,9,21,7.0891,7.103,9.9341,2014-09-21
2014,9,22,7.0368,7.08,9.4171,2014-09-22
2014,9,23,5.5152,6.5095,5.1091,2014-09-23
2014,9,24,1.7494,5.9453,0.2376,2014-09-24
2014,9,25,3.2758,5.9702,1.1076,2014-09-25
2014,9,26,2.0285,6.024,0.2434,2014-09-26
2014,9,27,3.2174,6.3665,1.2014,2014-09-27
2014,9,28,4.0798,6.066,0.9149,2014-09-28
2014,9,29,4.6238,5.9926,2.1127,2014-09-29
2014,9,30,5.4667,6.2484,4.3531,2014-09-30
2014,10,1,3.6936,6.8054,0.5066,2014-10-01
2014,10,2,6.7313,6.9499,7.0022,2014-10-02
2014,10,3,6.7579,7.0771,6.8503,2014-10-03
2014,10,4,6.348,6.9156,5.3736,2014-10-04
2014,10,5,3.9187,6.6002,1.6354,2014-10-05
2014,10,6,1.9574,6.4238,0.305,2014-10-06
2014,10,7,5.6153,6.8062,4.0174,2014-10-07
2014,10,8,6.6907,7.0906,6.8371,2014-10-08
2014,10,9,7.3013,7.3572,8.7346,2014-10-09
2014,10,10,4.5307,6.643,3.066,2014-10-10
2014,10,11,2.9038,6.0614,0.5424,2014-10-11
2014,10,12,6.1788,6.6442,4.602,2014-10-12
2014,10,13,5.6477,6.618,3.9725,2014-10-13
2014,10,14,6.6984,7.0248,6.2441,2014-10-14
2014,10,15,6.3523,6.9694,4.6548,2014-10-15
2014,10,16,7.103,7.2394,7.0678,2014-10-16
2014,10,17,6.8074,7.1042,6.3754,2014-10-17
2014,10,18,5.5613,6.725,2.7475,2014-10-18
2014,10,19,6.1646,6.6816,4.2763,2014-10-19
2014,10,20,6.2033,7.3591,3.6866,2014-10-20
2014,10,21,8.125,8.1984,10.325,2014-10-21
2014,10,22,7.3087,8.0806,6.0271,2014-10-22
2014,10,23,7.0176,7.8504,5.6102,2014-10-23
2014,10,24,6.8064,7.6414,5.796,2014-10-24
2014,10,25,7.542,7.9654,8.0494,2014-10-25
2014,10,26,7.4878,7.8706,7.83,2014-10-26
2014,10,27,7.7426,7.9994,8.8207,2014-10-27
2014,10,28,6.8354,7.7323,5.6191,2014-10-28
2014,10,29,6.037,7.5317,3.8054,2014-10-29
2014,10,30,3.8179,7.7141,1.8552,2014-10-30
2014,10,31,5.2411,7.6529,3.7879,2014-10-31
2014,11,1,1.4513,7.4534,0.3751,2014-11-01
2014,11,2,1.7878,7.2019,0.1306,2014-11-02
2014,11,3,4.6094,7.5194,3.2179,2014-11-03
2014,11,4,2.1017,7.8998,0.6108,2014-11-04
2014,11,5,8.3114,8.441,9.871,2014-11-05
2014,11,6,6.2174,7.8833,5.3318,2014-11-06
2014,11,7,0.9578,7.7518,0.4226,2014-11-07
2014,11,8,7.4374,8.3302,6.6602,2014-11-08
2014,11,9,8.6976,8.7,11.1934,2014-11-09
2014,11,10,8.4086,8.4521,10.4275,2014-11-10
2014,11,11,0.8736,7.6409,0.311,2014-11-11
2014,11,12,6.361,8.1763,4.9555,2014-11-12
2014,11,13,5.813,8.425,3.359,2014-11-13
2014,11,14,8.8416,8.921,10.7844,2014-11-14
2014,11,15,8.9604,9.0077,11.3191,2014-11-15
2014,11,16,8.9213,8.9429,11.2265,2014-11-16
2014,11,17,8.7178,8.7838,10.6512,2014-11-17
2014,11,18,6.9917,8.4067,5.1562,2014-11-18
2014,11,19,1.271,8.0575,0.1733,2014-11-19
2014,11,20,4.7501,8.2085,0.9982,2014-11-20
2014,11,21,5.9479,8.0834,3.1466,2014-11-21
2014,11,22,7.2905,8.5814,6.2335,2014-11-22
2014,11,23,8.7492,8.8373,10.595,2014-11-23
2014,11,24,6.7082,8.2416,4.0574,2014-11-24
2014,11,25,2.1259,8.0347,1.1448,2014-11-25
2014,11,26,7.1928,8.4446,5.2313,2014-11-26
2014,11,27,8.0568,8.5334,7.9169,2014-11-27
2014,11,28,8.1173,8.6549,7.9366,2014-11-28
2014,11,29,7.9762,8.4595,8.2589,2014-11-29
2014,11,30,7.5168,8.2591,6.8026,2014-11-30
2014,12,1,2.3292,8.2111,0.239,2014-12-01
2014,12,2,3.2141,8.3045,0.3869,2014-12-02
2014,12,3,8.8049,9.1186,9.9852,2014-12-03
2014,12,4,9.0252,9.1514,11.0009,2014-12-04
2014,12,5,8.5056,8.9914,9.5532,2014-12-05
2014,12,6,8.5661,8.7485,9.6082,2014-12-06
2014,12,7,8.5548,8.7614,9.5892,2014-12-07
2014,12,8,7.2408,8.6616,5.6844,2014-12-08
2014,12,9,7.0891,8.4662,5.2246,2014-12-09
2014,12,10,5.9297,8.365,3.4368,2014-12-10
2014,12,11,6.4771,8.3174,2.4547,2014-12-11
2014,12,12,6.5038,8.3436,4.6946,2014-12-12
2014,12,13,7.3706,8.4379,6.313,2014-12-13
2014,12,14,7.3745,8.6815,5.028,2014-12-14
2014,12,15,7.4743,8.4154,5.1614,2014-12-15
2014,12,16,5.6122,8.1446,0.9588,2014-12-16
2014,12,17,0.8021,8.0278,0.1783,2014-12-17
2014,12,18,6.2023,8.5306,2.8471,2014-12-18
2014,12,19,8.0078,8.6616,8.3489,2014-12-19
2014,12,20,8.016,8.4427,7.7506,2014-12-20
2014,12,21,3.1728,8.291,0.6924,2014-12-21
2014,12,22,5.3064,8.6102,2.8598,2014-12-22
2014,12,23,8.9316,9.1006,10.0718,2014-12-23
2014,12,24,7.1455,8.6062,4.3735,2014-12-24
2014,12,25,6.9154,8.351,4.4959,2014-12-25
2014,12,26,7.7335,8.2997,7.2679,2014-12-26
2014,12,27,6.2666,8.2135,2.748,2014-12-27
2014,12,28,5.6575,8.2034,2.8757,2014-12-28
2014,12,29,4.8797,8.0364,1.1782,2014-12-29
2014,12,30,3.8455,8.1922,0.823,2014-12-30
2014,12,31,7.1141,8.3292,4.4167,2014-12-31
2015,1,1,6.3586,8.5817,4.1822,2015-01-01
2015,1,2,3.5354,8.1586,0.2028,2015-01-02
2015,1,3,5.9093,8.1564,3.497,2015-01-03
2015,1,4,6.5376,8.1823,5.4602,2015-01-04
2015,1,5,7.7477,8.2207,6.5734,2015-01-05
2015,1,6,7.8696,8.4151,7.3135,2015-01-06
2015,1,7,7.3068,8.3904,5.6273,2015-01-07
2015,1,8,6.4632,8.3047,3.3953,2015-01-08
2015,1,9,7.4249,8.2987,5.5258,2015-01-09
2015,1,10,8.1264,8.3594,7.9742,2015-01-10
2015,1,11,5.8001,8.399,4.2487,2015-01-11
2015,1,12,7.9219,8.37,7.3147,2015-01-12
2015,1,13,7.7467,8.5042,6.6902,2015-01-13
2015,1,14,6.2074,8.2205,4.4489,2015-01-14
2015,1,15,2.7962,7.9968,1.1062,2015-01-15
2015,1,16,6.6115,8.196,3.9958,2015-01-16
2015,1,17,6.571,8.1646,4.3279,2015-01-17
2015,1,18,3.3818,8.137,1.0286,2015-01-18
2015,1,19,7.5108,8.0974,5.976,2015-01-19
2015,1,20,4.1422,7.979,0.6482,2015-01-20
2015,1,21,5.8493,8.1161,2.9875,2015-01-21
2015,1,22,7.6354,8.5118,8.0203,2015-01-22
2015,1,23,7.0975,8.3686,6.0286,2015-01-23
2015,1,24,3.1147,8.1648,1.5662,2015-01-24
2015,1,25,8.1427,8.3208,8.4509,2015-01-25
2015,1,26,7.6531,8.3419,7.1681,2015-01-26
2015,1,27,5.887,7.997,2.9232,2015-01-27
2015,1,28,5.8762,7.9961,4.193,2015-01-28
2015,1,29,4.853,7.969,2.5188,2015-01-29
2015,1,30,8.2601,8.503,9.6312,2015-01-30
2015,1,31,8.1955,8.4979,9.2779,2015-01-31
2015,2,1,7.739,8.1862,7.8734,2015-02-01
2015,2,2,7.7021,8.047,7.2425,2015-02-02
2015,2,3,1.5989,8.0225,0.0979,2015-02-03
2015,2,4,7.3937,7.945,6.5834,2015-02-04
2015,2,5,6.9912,8.1024,6.2371,2015-02-05
2015,2,6,7.9224,8.3938,8.5531,2015-02-06
2015,2,7,7.949,8.4682,8.8502,2015-02-07
2015,2,8,8.1077,8.2656,9.6418,2015-02-08
2015,2,9,7.6394,8.0714,7.8658,2015-02-09
2015,2,10,6.0643,7.8084,4.4503,2015-02-10
2015,2,11,3.4483,7.6406,1.0877,2015-02-11
2015,2,12,5.2368,7.4928,3.3502,2015-02-12
2015,2,13,3.4351,7.3567,0.1865,2015-02-13
2015,2,14,4.6164,7.6565,1.6798,2015-02-14
2015,2,15,7.2502,8.0448,7.8238,2015-02-15
2015,2,16,4.5763,7.8682,1.3706,2015-02-16
2015,2,17,6.3622,7.891,6.0542,2015-02-17
2015,2,18,7.547,7.9418,8.425,2015-02-18
2015,2,19,4.8341,7.5509,1.6236,2015-02-19
2015,2,20,6.0696,7.693,3.5575,2015-02-20
2015,2,21,5.8793,7.6178,4.6361,2015-02-21
2015,2,22,5.724,7.4131,4.2586,2015-02-22
2015,2,23,6.6403,7.5024,6.4265,2015-02-23
2015,2,24,7.4657,7.6462,8.2198,2015-02-24
2015,2,25,7.4395,7.6721,8.1374,2015-02-25
2015,2,26,6.468,7.3944,5.4694,2015-02-26
2015,2,27,3.7606,7.3162,1.811,2015-02-27
2015,2,28,5.3938,7.211,3.0463,2015-02-28
2015,3,1,6.1646,7.1683,5.5462,2015-03-01
2015,3,2,5.9623,7.2288,4.4129,2015-03-02
2015,3,3,6.3974,7.2091,5.7842,2015-03-03
2015,3,4,4.6162,6.9828,1.9651,2015-03-04
2015,3,5,3.2854,6.8758,0.4584,2015-03-05
2015,3,6,5.5327,7.0649,5.2838,2015-03-06
2015,3,7,5.9602,7.0783,5.6124,2015-03-07
2015,3,8,6.5438,7.122,6.7613,2015-03-08
2015,3,9,7.098,7.441,8.6772,2015-03-09
2015,3,10,7.0723,7.3109,8.6566,2015-03-10
2015,3,11,6.9137,7.3188,8.099,2015-03-11
2015,3,12,6.96,7.3054,8.5234,2015-03-12
2015,3,13,6.9941,7.2876,8.7331,2015-03-13
2015,3,14,6.8702,7.0786,8.2222,2015-03-14
2015,3,15,6.3965,6.937,6.4673,2015-03-15
2015,3,16,6.6101,7.0202,7.9032,2015-03-16
2015,3,17,6.528,6.9766,7.8293,2015-03-17
2015,3,18,6.4608,6.875,7.2497,2015-03-18
2015,3,19,6.5285,6.8014,7.5828,2015-03-19
2015,3,20,6.498,6.8206,7.5578,2015-03-20
2015,3,21,6.3794,6.745,6.8654,2015-03-21
2015,3,22,6.9535,6.9742,9.2386,2015-03-22
2015,3,23,6.7541,6.8786,8.3126,2015-03-23
2015,3,24,6.4471,6.7138,6.7411,2015-03-24
2015,3,25,6.1598,6.4723,6.4003,2015-03-25
2015,3,26,0.6859,5.9938,0.2194,2015-03-26
2015,3,27,1.7892,6.2582,0.4874,2015-03-27
2015,3,28,2.0582,6.1478,0.4054,2015-03-28
2015,3,29,2.113,6.2856,0.4906,2015-03-29
2015,3,30,5.1742,6.4846,4.3174,2015-03-30
2015,3,31,5.065,6.4766,4.0819,2015-03-31
2015,4,1,6.3792,6.5146,8.0736,2015-04-01
2015,4,2,6.6574,6.6658,9.4819,2015-04-02
2015,4,3,5.7883,6.3072,7.2295,2015-04-03
2015,4,4,0.6281,5.9254,0.257,2015-04-04
2015,4,5,3.7126,6.0283,2.7562,2015-04-05
2015,4,6,6.0516,6.1781,8.0573,2015-04-06
2015,4,7,5.6846,6.1531,5.3098,2015-04-07
2015,4,8,5.6489,5.9489,7.0822,2015-04-08
2015,4,9,4.5715,5.814,3.0749,2015-04-09
2015,4,10,5.7058,5.8834,7.1897,2015-04-10
2015,4,11,5.4622,5.7792,5.843,2015-04-11
2015,4,12,4.3855,5.7048,2.2978,2015-04-12
2015,4,13,1.7141,5.4418,0.2141,2015-04-13
2015,4,14,1.9493,5.4804,0.6391,2015-04-14
